id,ObjectType,XDouble,YDouble,WDouble,HDouble,Args
535,STATICDevFloor,216.0,7.0,1,1,Na
536,STATICDevFloor,217.0,7.0,1,1,Na
537,STATICDevFloor,217.0,7.0,1,1,Na
538,STATICDevFloor,218.0,7.0,1,1,Na
539,STATICDevFloor,218.0,7.0,1,1,Na
540,STATICDevFloor,219.0,7.0,1,1,Na
541,STATICDevFloor,219.0,7.0,1,1,Na
542,STATICDevFloor,220.0,7.0,1,1,Na
543,STATICDevFloor,220.0,7.0,1,1,Na
544,STATICDevFloor,221.0,7.0,1,1,Na
545,STATICDevFloor,221.0,7.0,1,1,Na
546,STATICDevFloor,222.0,7.0,1,1,Na
547,STATICDevFloor,222.0,7.0,1,1,Na
548,STATICDevFloor,223.0,7.0,1,1,Na
549,STATICDevFloor,223.0,7.0,1,1,Na
550,STATICDevFloor,224.0,7.0,1,1,Na
551,STATICDevFloor,224.0,7.0,1,1,Na
552,STATICDevFloor,225.0,7.0,1,1,Na
553,STATICDevFloor,225.0,7.0,1,1,Na
554,STATICDevFloor,223.0,6.0,1,1,Na
555,STATICDevFloor,223.0,6.0,1,1,Na
556,STATICDevFloor,223.0,5.0,1,1,Na
557,STATICDevFloor,223.0,5.0,1,1,Na
558,STATICDevFloor,223.0,4.0,1,1,Na
559,STATICDevFloor,223.0,4.0,1,1,Na
560,STATICDevFloor,223.0,3.0,1,1,Na
561,STATICDevFloor,223.0,3.0,1,1,Na
562,STATICDevFloor,222.0,3.0,1,1,Na
563,STATICDevFloor,222.0,3.0,1,1,Na
564,STATICDevFloor,221.0,3.0,1,1,Na
565,STATICDevFloor,221.0,3.0,1,1,Na
566,STATICDevFloor,223.0,2.0,1,1,Na
567,STATICDevFloor,223.0,2.0,1,1,Na
568,STATICDevFloor,221.0,2.0,1,1,Na
569,STATICDevFloor,221.0,2.0,1,1,Na
570,STATICDevFloor,219.0,2.0,1,1,Na
571,STATICDevFloor,219.0,2.0,1,1,Na
572,STATICDevFloor,219.0,3.0,1,1,Na
573,STATICDevFloor,219.0,3.0,1,1,Na
574,STATICDevFloor,220.0,3.0,1,1,Na
575,STATICDevFloor,220.0,3.0,1,1,Na
576,STATICDevFloor,219.0,4.0,1,1,Na
577,STATICDevFloor,219.0,4.0,1,1,Na
578,STATICDevFloor,45.0,-2.0,1,1,Na
579,STATICDevFloor,45.0,-2.0,1,1,Na
